"month","product_id","species","country","doses_distributed","n_reports","reports_per_100k_doses"
2024-09-01,"SYN_B","Dog","US",36468,14,38.3898212131184
2024-10-01,"SYN_B","Dog","US",29648,5,16.8645439827307
2024-11-01,"SYN_B","Dog","US",30400,2,6.57894736842105
2024-12-01,"SYN_B","Dog","US",27072,3,11.0815602836879
2025-01-01,"SYN_B","Dog","US",37496,12,32.0034136974611
2025-02-01,"SYN_B","Dog","US",40461,9,22.2436420256543
2025-03-01,"SYN_B","Dog","US",47166,11,23.3218844082602
2025-04-01,"SYN_B","Dog","US",51240,14,27.3224043715847
2025-05-01,"SYN_B","Dog","US",51534,15,29.1069973221562
2025-06-01,"SYN_B","Dog","US",56263,26,46.2115422213533
2025-07-01,"SYN_B","Dog","US",60193,18,29.9038094130547
2025-08-01,"SYN_B","Dog","US",58075,14,24.1067585019372
2025-09-01,"SYN_B","Dog","US",53406,18,33.7040781934614
2025-10-01,"SYN_B","Dog","US",47863,13,27.1608549401417
2025-11-01,"SYN_B","Dog","US",38329,17,44.352839886248
2025-12-01,"SYN_B","Dog","US",42578,14,32.8808304758326
2023-01-01,"SYN_C","Cat","DE",5587,2,35.7973867907643
2023-02-01,"SYN_C","Cat","DE",6346,3,47.2738733060195
2023-03-01,"SYN_C","Cat","DE",7403,2,27.0160745643658
2023-04-01,"SYN_C","Cat","DE",8247,1,12.1256214380987
2023-05-01,"SYN_C","Cat","DE",8243,4,48.52602207934
2023-06-01,"SYN_C","Cat","DE",8920,1,11.2107623318386
2023-07-01,"SYN_C","Cat","DE",9152,2,21.8531468531469
2023-08-01,"SYN_C","Cat","DE",9116,0,0
2023-09-01,"SYN_C","Cat","DE",8246,0,0
2023-10-01,"SYN_C","Cat","DE",7672,0,0
2023-11-01,"SYN_C","Cat","DE",6448,2,31.0173697270471
2023-12-01,"SYN_C","Cat","DE",5719,0,0
2024-01-01,"SYN_C","Cat","DE",6384,2,31.328320802005
2024-02-01,"SYN_C","Cat","DE",7950,1,12.5786163522013
2024-03-01,"SYN_C","Cat","DE",7689,2,26.0111848094681
2024-04-01,"SYN_C","Cat","DE",8763,1,11.4116170261326
2024-05-01,"SYN_C","Cat","DE",10276,6,58.3884780070066
2024-06-01,"SYN_C","Cat","DE",10513,1,9.51203272139256
2024-07-01,"SYN_C","Cat","DE",8973,1,11.1445447453472
2024-08-01,"SYN_C","Cat","DE",10195,0,0
2024-09-01,"SYN_C","Cat","DE",9173,1,10.901558922926
2024-10-01,"SYN_C","Cat","DE",7244,1,13.8045278851463
2024-11-01,"SYN_C","Cat","DE",7600,0,0
2024-12-01,"SYN_C","Cat","DE",6355,1,15.73564122738
2025-01-01,"SYN_C","Cat","DE",7739,4,51.6862643752423
2025-02-01,"SYN_C","Cat","DE",8391,2,23.835061375283
2025-03-01,"SYN_C","Cat","DE",9685,3,30.9757356737223
2025-04-01,"SYN_C","Cat","DE",9800,3,30.6122448979592
2025-05-01,"SYN_C","Cat","DE",11165,5,44.7828034034931
2025-06-01,"SYN_C","Cat","DE",11334,5,44.1150520557614
2025-07-01,"SYN_C","Cat","DE",10894,2,18.3587295759133
2025-08-01,"SYN_C","Cat","DE",9147,3,32.797638570023
2025-09-01,"SYN_C","Cat","DE",9889,1,10.112245929821
2025-10-01,"SYN_C","Cat","DE",8356,0,0
2025-11-01,"SYN_C","Cat","DE",8254,3,36.3460140537921
2025-12-01,"SYN_C","Cat","DE",7670,5,65.1890482398957
2023-01-01,"SYN_C","Cat","GB",4716,2,42.4088210347752
2023-02-01,"SYN_C","Cat","GB",5483,0,0
2023-03-01,"SYN_C","Cat","GB",5898,0,0
2023-04-01,"SYN_C","Cat","GB",7137,1,14.0114894213255
2023-05-01,"SYN_C","Cat","GB",7189,1,13.910140492419
2023-06-01,"SYN_C","Cat","GB",8078,0,0
2023-07-01,"SYN_C","Cat","GB",7293,1,13.7117784176608
2023-08-01,"SYN_C","Cat","GB",7020,0,0
2023-09-01,"SYN_C","Cat","GB",6082,3,49.3258796448537
2023-10-01,"SYN_C","Cat","GB",5601,0,0
2023-11-01,"SYN_C","Cat","GB",6159,0,0
2023-12-01,"SYN_C","Cat","GB",5610,1,17.825311942959
2024-01-01,"SYN_C","Cat","GB",6222,1,16.0720025715204
2024-02-01,"SYN_C","Cat","GB",6069,2,32.9543582138738
2024-03-01,"SYN_C","Cat","GB",6796,2,29.4290759270159
2024-04-01,"SYN_C","Cat","GB",7737,1,12.9249062944294
2024-05-01,"SYN_C","Cat","GB",7984,5,62.625250501002
2024-06-01,"SYN_C","Cat","GB",7854,2,25.4647313470843
2024-07-01,"SYN_C","Cat","GB",8973,2,22.2890894906943
2024-08-01,"SYN_C","Cat","GB",8123,1,12.3107226394189
2024-09-01,"SYN_C","Cat","GB",7586,0,0
2024-10-01,"SYN_C","Cat","GB",6683,1,14.9633398174473
2024-11-01,"SYN_C","Cat","GB",5759,4,69.4565028650807
2024-12-01,"SYN_C","Cat","GB",5894,2,33.9328130302002
2025-01-01,"SYN_C","Cat","GB",5841,3,51.3610683102209
2025-02-01,"SYN_C","Cat","GB",6282,0,0
2025-03-01,"SYN_C","Cat","GB",7617,0,0
2025-04-01,"SYN_C","Cat","GB",9082,0,0
2025-05-01,"SYN_C","Cat","GB",9473,0,0
2025-06-01,"SYN_C","Cat","GB",9980,2,20.0400801603206
2025-07-01,"SYN_C","Cat","GB",8869,4,45.1009132934942
2025-08-01,"SYN_C","Cat","GB",8500,1,11.7647058823529
2025-09-01,"SYN_C","Cat","GB",8345,4,47.9328939484721
2025-10-01,"SYN_C","Cat","GB",6724,1,14.8720999405116
2025-11-01,"SYN_C","Cat","GB",7368,2,27.1444082519001
2025-12-01,"SYN_C","Cat","GB",6735,0,0
2023-01-01,"SYN_C","Cat","US",10665,2,18.7529301453352
2023-02-01,"SYN_C","Cat","US",12098,2,16.53165812531
2023-03-01,"SYN_C","Cat","US",14304,3,20.9731543624161
2023-04-01,"SYN_C","Cat","US",14136,4,28.2965478211658
2023-05-01,"SYN_C","Cat","US",16088,4,24.8632521133764
2023-06-01,"SYN_C","Cat","US",17291,10,57.8335550286276
2023-07-01,"SYN_C","Cat","US",15822,4,25.2812539501959
2023-08-01,"SYN_C","Cat","US",15753,9,57.1319748619311
2023-09-01,"SYN_C","Cat","US",13112,1,7.62660158633313
2023-10-01,"SYN_C","Cat","US",12769,1,7.83146683373796
2023-11-01,"SYN_C","Cat","US",12154,2,16.4554879052164
2023-12-01,"SYN_C","Cat","US",11845,7,59.0966652596032
2024-01-01,"SYN_C","Cat","US",12522,3,23.9578342117873
2024-02-01,"SYN_C","Cat","US",14745,4,27.1278399457443
2024-03-01,"SYN_C","Cat","US",14860,0,0
2024-04-01,"SYN_C","Cat","US",16165,3,18.558614290133
2024-05-01,"SYN_C","Cat","US",18027,6,33.2834082210018
2024-06-01,"SYN_C","Cat","US",18800,9,47.8723404255319
2024-07-01,"SYN_C","Cat","US",18193,2,10.9932391579179
2024-08-01,"SYN_C","Cat","US",18813,1,5.31547334290119
2024-09-01,"SYN_C","Cat","US",15199,5,32.8969011119153
2024-10-01,"SYN_C","Cat","US",13666,4,29.2697204741695
2024-11-01,"SYN_C","Cat","US",13019,4,30.7243259850987
2024-12-01,"SYN_C","Cat","US",12896,0,0
2025-01-01,"SYN_C","Cat","US",12355,4,32.3755564548766
2025-02-01,"SYN_C","Cat","US",14791,4,27.0434723818538
2025-03-01,"SYN_C","Cat","US",16517,3,18.1631046800266
2025-04-01,"SYN_C","Cat","US",20000,3,15
2025-05-01,"SYN_C","Cat","US",19923,5,25.0966219946795
2025-06-01,"SYN_C","Cat","US",20778,7,33.6894792569063
2025-07-01,"SYN_C","Cat","US",18382,6,32.6406267000326
2025-08-01,"SYN_C","Cat","US",20067,4,19.933223700603
2025-09-01,"SYN_C","Cat","US",16234,2,12.3198225945546
2025-10-01,"SYN_C","Cat","US",14245,5,35.1000351000351
2025-11-01,"SYN_C","Cat","US",13257,3,22.6295541977823
2025-12-01,"SYN_C","Cat","US",15361,6,39.0599570340473
2023-01-01,"SYN_C","Dog","DE",10645,3,28.1822451855331
2023-02-01,"SYN_C","Dog","DE",11631,1,8.59771300833978
2023-03-01,"SYN_C","Dog","DE",12005,0,0
2023-04-01,"SYN_C","Dog","DE",13677,3,21.9346347883308
2023-05-01,"SYN_C","Dog","DE",14348,4,27.8784499581823
2023-06-01,"SYN_C","Dog","DE",13894,2,14.3947027493882
2023-07-01,"SYN_C","Dog","DE",13718,3,21.8690771249453
2023-08-01,"SYN_C","Dog","DE",13668,4,29.2654375182909
2023-09-01,"SYN_C","Dog","DE",14128,2,14.1562853907135
2023-10-01,"SYN_C","Dog","DE",11903,3,25.2037301520625
2023-11-01,"SYN_C","Dog","DE",11876,7,58.9424048501179
2023-12-01,"SYN_C","Dog","DE",11541,0,0
2024-01-01,"SYN_C","Dog","DE",11782,2,16.9750466813784
2024-02-01,"SYN_C","Dog","DE",12607,2,15.864202427223
2024-03-01,"SYN_C","Dog","DE",14192,3,21.1386696730552
2024-04-01,"SYN_C","Dog","DE",13704,4,29.1885580852306
2024-05-01,"SYN_C","Dog","DE",15399,4,25.9757127086174
2024-06-01,"SYN_C","Dog","DE",17032,1,5.8713010803194
2024-07-01,"SYN_C","Dog","DE",15937,4,25.0988266298551
2024-08-01,"SYN_C","Dog","DE",14556,2,13.7400384721077
2024-09-01,"SYN_C","Dog","DE",15310,3,19.5950359242325
2024-10-01,"SYN_C","Dog","DE",12024,4,33.2667997338656
2024-11-01,"SYN_C","Dog","DE",11259,0,0
2024-12-01,"SYN_C","Dog","DE",11210,1,8.92060660124888
2025-01-01,"SYN_C","Dog","DE",11426,3,26.2559075792053
2025-02-01,"SYN_C","Dog","DE",12672,1,7.89141414141414
2025-03-01,"SYN_C","Dog","DE",15418,0,0
2025-04-01,"SYN_C","Dog","DE",17659,3,16.9885044453253
2025-05-01,"SYN_C","Dog","DE",17262,4,23.1722859460086
2025-06-01,"SYN_C","Dog","DE",17267,3,17.3741819655991
2025-07-01,"SYN_C","Dog","DE",16276,4,24.5760629147211
2025-08-01,"SYN_C","Dog","DE",18291,4,21.8686785850965
2025-09-01,"SYN_C","Dog","DE",15658,6,38.3190701238983
2025-10-01,"SYN_C","Dog","DE",13987,2,14.2989919210696
2025-11-01,"SYN_C","Dog","DE",12411,3,24.1721053903795
2025-12-01,"SYN_C","Dog","DE",12188,3,24.6143747948802
2023-01-01,"SYN_C","Dog","GB",7832,3,38.3043922369765
2023-02-01,"SYN_C","Dog","GB",10220,1,9.78473581213307
2023-03-01,"SYN_C","Dog","GB",10650,3,28.169014084507
2023-04-01,"SYN_C","Dog","GB",10856,2,18.4229918938836
2023-05-01,"SYN_C","Dog","GB",13472,4,29.6912114014252
2023-06-01,"SYN_C","Dog","GB",13087,6,45.8470237640406
2023-07-01,"SYN_C","Dog","GB",12059,0,0
2023-08-01,"SYN_C","Dog","GB",11209,1,8.92140244446427
2023-09-01,"SYN_C","Dog","GB",11877,2,16.8392691757178
2023-10-01,"SYN_C","Dog","GB",9431,4,42.4133177817835
2023-11-01,"SYN_C","Dog","GB",9178,2,21.7912399215515
2023-12-01,"SYN_C","Dog","GB",9854,4,40.5926527298559
2024-01-01,"SYN_C","Dog","GB",9321,4,42.9138504452312
2024-02-01,"SYN_C","Dog","GB",9888,2,20.2265372168285
2024-03-01,"SYN_C","Dog","GB",11394,3,26.3296471827278
2024-04-01,"SYN_C","Dog","GB",12252,2,16.3238654913484
2024-05-01,"SYN_C","Dog","GB",14935,4,26.7827251422832
2024-06-01,"SYN_C","Dog","GB",14347,5,34.8504913919286
2024-07-01,"SYN_C","Dog","GB",14977,5,33.3845229351673
2024-08-01,"SYN_C","Dog","GB",14630,5,34.1763499658236
2024-09-01,"SYN_C","Dog","GB",12135,2,16.4812525751957
2024-10-01,"SYN_C","Dog","GB",11587,0,0
2024-11-01,"SYN_C","Dog","GB",9834,2,20.3376042302217
2024-12-01,"SYN_C","Dog","GB",9898,1,10.1030511214387
2025-01-01,"SYN_C","Dog","GB",9863,4,40.5556118827943
2025-02-01,"SYN_C","Dog","GB",10446,2,19.146084625694
2025-03-01,"SYN_C","Dog","GB",13939,2,14.3482315804577
2025-04-01,"SYN_C","Dog","GB",14047,3,21.356873353741
2025-05-01,"SYN_C","Dog","GB",15460,2,12.9366106080207
2025-06-01,"SYN_C","Dog","GB",15298,3,19.6104065890966
2025-07-01,"SYN_C","Dog","GB",15159,3,19.790223629527
2025-08-01,"SYN_C","Dog","GB",14653,2,13.6490820992288
2025-09-01,"SYN_C","Dog","GB",12485,4,32.0384461353624
2025-10-01,"SYN_C","Dog","GB",12522,5,39.9297236863121
2025-11-01,"SYN_C","Dog","GB",10771,5,46.4209451304429
2025-12-01,"SYN_C","Dog","GB",10520,6,57.0342205323194
2023-01-01,"SYN_C","Dog","US",18755,10,53.3191149026926
2023-02-01,"SYN_C","Dog","US",22284,6,26.9251480883145
2023-03-01,"SYN_C","Dog","US",20806,6,28.8378352398347
2023-04-01,"SYN_C","Dog","US",27233,5,18.3600778467301
2023-05-01,"SYN_C","Dog","US",27507,7,25.448067764569
2023-06-01,"SYN_C","Dog","US",29359,9,30.6549950611397
2023-07-01,"SYN_C","Dog","US",26808,6,22.3813786929275
2023-08-01,"SYN_C","Dog","US",27063,5,18.4754092303145
2023-09-01,"SYN_C","Dog","US",25872,13,50.2473716759431
2023-10-01,"SYN_C","Dog","US",22246,7,31.4663310258024
2023-11-01,"SYN_C","Dog","US",18968,8,42.1762969211303
2023-12-01,"SYN_C","Dog","US",19179,7,36.4982532978779
2024-01-01,"SYN_C","Dog","US",22638,12,53.0082162735224
2024-02-01,"SYN_C","Dog","US",21180,6,28.328611898017
2024-03-01,"SYN_C","Dog","US",23842,7,29.3599530240752
2024-04-01,"SYN_C","Dog","US",28779,4,13.8990235935926
2024-05-01,"SYN_C","Dog","US",29210,5,17.1174255391989
2024-06-01,"SYN_C","Dog","US",30433,9,29.5731607136989
2024-07-01,"SYN_C","Dog","US",30149,15,49.7528939599987
2024-08-01,"SYN_C","Dog","US",29920,5,16.7112299465241
2024-09-01,"SYN_C","Dog","US",27955,8,28.6174208549454
2024-10-01,"SYN_C","Dog","US",24573,2,8.13901436536035
2024-11-01,"SYN_C","Dog","US",24346,6,24.6447054957693
2024-12-01,"SYN_C","Dog","US",23059,8,34.6936120386834
2025-01-01,"SYN_C","Dog","US",23546,6,25.4820351652085
2025-02-01,"SYN_C","Dog","US",22827,9,39.4269943487975
2025-03-01,"SYN_C","Dog","US",29798,9,30.2033693536479
2025-04-01,"SYN_C","Dog","US",30170,12,39.7746105402718
2025-05-01,"SYN_C","Dog","US",29927,11,36.7561065258796
2025-06-01,"SYN_C","Dog","US",35160,13,36.9738339021615
2025-07-01,"SYN_C","Dog","US",30284,10,33.0207370228503
2025-08-01,"SYN_C","Dog","US",33532,5,14.9111296671836
2025-09-01,"SYN_C","Dog","US",28566,7,24.5046558846181
2025-10-01,"SYN_C","Dog","US",24294,5,20.5812134683461
2025-11-01,"SYN_C","Dog","US",22964,7,30.4824943389653
2025-12-01,"SYN_C","Dog","US",21473,11,51.2271224328226
